t,z0,z1,z2,z3
5.26,-0.01710629610327148,0.017106296103271506,-0.01833373906690589,0.018333739066905868
5.27,0.00572325808135894,-0.0057232580813589146,0.004495815070452623,-0.00449581507045267
5.28,0.027860222415999253,-0.027860222415999145,0.026632779338207624,-0.02663277933820764
5.29,0.04461464331215686,-0.04461464331215679,0.04338720039449039,-0.043387200394490406
5.3,0.052441605466005584,-0.052441605466005556,0.05121416239502671,-0.051214162395026706
5.31,0.04969540133968867,-0.04969540133968865,0.048467958341290855,-0.04846795834129084
5.32,0.03697956574498734,-0.036979565744987314,0.035752122741112426,-0.03575212274111242
5.33,0.017018558669626045,-0.01701855866962603,0.01579111562547416,-0.015791115625474153
5.34,-0.005921889408677195,0.005921889408677206,-0.007149332452616218,0.007149332452616227
5.35,-0.02694220303841547,0.02694220303841549,-0.028169645967807702,0.028169645967807713
5.36,-0.04155128889202542,0.04155128889202544,-0.04277873204352957,0.04277873204352959
5.37,-0.046621944655574905,0.04662194465557493,-0.0478493875531993,0.04784938755319932
5.38,-0.04105612885947515,0.04105612885947518,-0.042283571996357114,0.04228357199635714
5.39,-0.026018531325019977,0.02601853132502,-0.027245974306818965,0.02724597430681899
5.4,-0.00468884005599433,0.004688840055994367,-0.005916283089055246,0.00591628308905527
5.41,0.018414727995997526,-0.018414727995997488,0.017187284991089923,-0.01718728499108995
5.42,0.03839658510266241,-0.03839658510266237,0.037169142005210286,-0.037169142005210334
5.43,0.05102522993547847,-0.05102522993547844,0.04979778701426103,-0.049797787014261054
5.44,0.053633465438797115,-0.05363346543879708,0.05240602227184544,-0.05240602227184541
5.45,0.045685762013794984,-0.04568576201379495,0.0444583191147772,-0.04445831911477714
5.46,0.028892218636160722,-0.02889221863616069,0.027664775551540028,-0.02766477555154003
5.47,0.0068447471182843085,-0.006844747118284277,0.0056173041099662644,-0.005617304109966346
5.48,-0.015747047565686442,0.01574704756568647,-0.016974490568227526,0.016974490568227547
5.49,-0.03405776950937976,0.034057769509379804,-0.035285212550150116,0.035285212550150144
5.5,-0.04417273686075659,0.04417273686075663,-0.045400179906122856,0.045400179906122884
5.51,-0.04392082187976288,0.04392082187976292,-0.045148264803740436,0.045148264803740464
5.52,-0.033336253407436726,0.033336253407436775,-0.034563696500765774,0.0345636965007658
5.53,-0.014651410174680123,0.014651410174680175,-0.015878853139236267,0.0158788531392363
5.54,0.008178144102280427,-0.008178144102280377,0.006950701091960151,-0.006950701091960112
5.55,0.03031510857755876,-0.030315108577558706,0.02908766549581092,-0.02908766549581088
5.5600000000000005,0.04706952913756472,-0.04706952913756466,0.04584208622640916,-0.04584208622640912
5.57,0.05489649162410099,-0.05489649162410095,0.05366904854238928,-0.05366904854238924
5.58,0.052150287307824256,-0.05215028730782421,0.050922844328375114,-0.050922844328375086
5.59,0.03943445176453568,-0.03943445176453563,0.03820700875279306,-0.03820700875279302
5.6,0.01947344475225025,-0.019473444752250206,0.018246001711923348,-0.018246001711923317
5.61,-0.003467003322377578,0.0034670033223776213,-0.004694446365250328,0.004694446365250359
5.62,-0.024487317179691295,0.024487317179691496,-0.025714760109106286,0.02571476010910632
5.63,-0.03909640259192095,0.039096402591920994,-0.040323845741408515,0.04032384574140855
5.64,-0.04416705887016492,0.04416705887016497,-0.045394501761296516,0.04539450176129656
5.65,-0.03860124257687295,0.03860124257687302,-0.03982868571953414,0.039828685719534185
5.66,-0.023563645370539708,0.023563645370539617,-0.024791088346280753,0.0247910883462808
5.67,-0.002233953985192647,0.002233953985192711,-0.0034613970213411465,0.0034613970213411976
5.68,0.020869614010679927,-0.020869614010680045,0.0196421710025178,-0.019642171002517746
5.69,0.040851471285331925,-0.04085147128533173,0.03962402819613981,-0.039624028196139756
5.7,0.0534801157901504,-0.053480115790150266,0.05225267286072803,-0.052252672860727975
5.71,0.056088351770574835,-0.05608835177057481,0.054860908605146017,-0.05486090860514597
5.72,0.048140647816021814,-0.04814064781602189,0.046913204914140624,-0.04691320491414059
5.73,0.03134710480923622,-0.031347104809236054,0.030119661722096628,-0.030119661722096586
5.74,0.009299633135431813,-0.009299633135431905,0.00807219012676497,-0.008072190126764925
